dba,store_number,store_type,store_sub_type,store_name,address,address_line_2,city,region,state,zip_code,county,country,country_code,phone_number,fax_number,store_hours,cvs_pharmacy,cvs_pharmacy_phone_number,cvs_pharmacy_fax_number,cvs_pharmacy_hours,optical_phone_number,optical_hours,clinic_phone_number,clinic_hours,clinic,mobile_kiosk,mobile_kiosk_hours,fresh_grocery,starbucks,ulta_at_target,drive_up,store_pickup,open_date,grand_open_date,latitude,longitude,geo_accuracy
Target,1208,Store,General Merch,Walnut Creek,1871 N Main St,,Walnut Creek,California,CA,94596,Contra Costa County,United States,US,(925) 979-0083,(925) 627-8228,"Wednesday:07:00:00-23:00:00,thursday:07:00:00-23:00:00,friday:07:00:00-23:00:00,saturday:07:00:00-23:00:00,sunday:07:00:00-23:00:00,monday:07:00:00-23:00:00,tuesday:07:00:00-23:00:00,",CVS pharmacy,(925) 979-0095,(925) 627-8229,"Wednesday:10:00:00-13:30:00,Thursday:10:00:00-13:30:00,Friday:10:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:10:00:00-13:30:00,Tuesday:10:00:00-13:30:00,",(925) 627-8230,"Wednesday:09:00:00-19:00:00,Thursday:09:00:00-19:00:00,Friday:09:00:00-19:00:00,Saturday:09:00:00-17:00:00,Sunday:10:00:00-17:00:00,Monday:09:00:00-19:00:00,Tuesday:09:00:00-19:00:00,",,,,,"Wednesday:10:00:00-19:00:00,Thursday:10:00:00-19:00:00,Friday:10:00:00-20:00:00,Saturday:10:00:00-20:00:00,Sunday:10:00:00-19:00:00,Monday:10:00:00-19:00:00,Tuesday:10:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/6/1999,10/10/1999,37.90439161840735,-122.0646728239933,AGGDATA_VERIFIED: ROOFTOP
Target,331,Store,General Merch,Vallejo,904 Admiral Callaghan Lane,,Vallejo,California,CA,94591,Solano County,United States,US,(707) 642-0419,(707) 561-9215,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",,,,,,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/28/1987,11/1/1987,38.1316646,-122.2226661,AGGDATA_VERIFIED: ROOFTOP
Target,949,Store,General Merch,San Ramon,2610 Bishop Dr,,San Ramon,California,CA,94583,Contra Costa County,United States,US,(925) 277-0202,(925) 983-3607,"Wednesday:07:00:00-23:00:00,thursday:07:00:00-23:00:00,friday:07:00:00-23:00:00,saturday:07:00:00-23:00:00,sunday:07:00:00-23:00:00,monday:07:00:00-23:00:00,tuesday:07:00:00-23:00:00,",CVS pharmacy,(925) 867-0245,(925) 983-3610,"Wednesday:10:00:00-13:30:00,Thursday:10:00:00-13:30:00,Friday:10:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:10:00:00-13:30:00,Tuesday:10:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,3/8/1995,3/12/1995,37.762140175548865,-121.96430255099929,AGGDATA_VERIFIED: ROOFTOP
Target,1428,Store,General Merch,San Leandro Bayfair,15555 E 14th St,Ste 400,San Leandro,California,CA,94578,Alameda County,United States,US,(510) 276-2699,(510) 731-1539,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(510) 276-3979,(510) 731-1549,"Wednesday:10:00:00-13:30:00,Thursday:10:00:00-13:30:00,Friday:10:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:10:00:00-13:30:00,Tuesday:10:00:00-13:30:00,",(510) 276-2692,"Wednesday:09:00:00-19:00:00,Thursday:09:00:00-19:00:00,Friday:09:00:00-19:00:00,Saturday:09:00:00-18:00:00,Sunday:12:00:00-17:00:00,Monday:09:00:00-19:00:00,Tuesday:09:00:00-19:00:00,",,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/9/2002,10/13/2002,37.70199,-122.124501,PREMISE: ROOFTOP
Target,2771,Store,General Merch,Dublin East,2800 Dublin Blvd,,Dublin,California,CA,94568,Alameda County,United States,US,(925) 241-1042,(925) 241-1052,"Wednesday:08:00:00-23:00:00,thursday:08:00:00-23:00:00,friday:08:00:00-23:00:00,saturday:08:00:00-23:00:00,sunday:08:00:00-23:00:00,monday:08:00:00-23:00:00,tuesday:08:00:00-23:00:00,",CVS pharmacy,(925) 241-1043,(925) 241-1053,"Wednesday:09:30:00-13:30:00,Thursday:09:30:00-13:30:00,Friday:09:30:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:30:00-13:30:00,Tuesday:09:30:00-13:30:00,",(925) 241-1054,"Wednesday:09:00:00-19:00:00,Thursday:09:00:00-19:00:00,Friday:09:00:00-19:00:00,Saturday:09:00:00-18:00:00,Sunday:10:00:00-16:00:00,Monday:09:00:00-19:00:00,Tuesday:09:00:00-19:00:00,",,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,10/5/2011,10/9/2011,37.70280480127723,-121.85362733156411,AGGDATA_VERIFIED: ROOFTOP
Target,328,Store,General Merch,Dublin,7200 Amador Plaza Rd,,Dublin,California,CA,94568,Alameda County,United States,US,(925) 829-8900,(925) 364-9245,"Wednesday:08:00:00-23:00:00,thursday:08:00:00-23:00:00,friday:08:00:00-23:00:00,saturday:08:00:00-23:00:00,sunday:08:00:00-23:00:00,monday:08:00:00-23:00:00,tuesday:08:00:00-23:00:00,",CVS pharmacy,(925) 241-0000,(925) 364-9237,"Wednesday:10:00:00-13:30:00,Thursday:10:00:00-13:30:00,Friday:10:00:00-13:30:00,Saturday:11:00:00-13:30:00,Sunday:12:00:00-13:30:00,Monday:10:00:00-13:30:00,Tuesday:10:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,10/28/1987,11/1/1987,37.70674229999999,-121.931845,AGGDATA_VERIFIED: ROOFTOP
Target,737,Store,General Merch,Pinole,1400 Fitzgerald Dr,,Pinole,California,CA,94564,Contra Costa County,United States,US,(510) 222-0558,(510) 964-3363,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(510) 222-9281,(510) 964-3362,"Wednesday:10:00:00-13:30:00,Thursday:10:00:00-13:30:00,Friday:10:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:10:00:00-13:30:00,Tuesday:10:00:00-13:30:00,",,,,,,,"Thursday:10:00:00-18:00:00,Friday:10:00:00-18:00:00,Saturday:10:00:00-18:00:00,Sunday:10:00:00-18:00:00,Monday:10:00:00-18:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/4/1995,10/8/1995,37.987552992349265,-122.30902075767519,AGGDATA_VERIFIED: ROOFTOP
Target,1026,Store,General Merch,Napa Soscol Ave,205 Soscol Ave,,Napa,California,CA,94559,Napa County,United States,US,(707) 224-1058,(707) 501-5262,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",,,,,,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,7/24/1996,7/28/1996,38.28220079525773,-122.27762214839461,AGGDATA_VERIFIED: ROOFTOP
Target,1438,Store,General Merch,Napa North,4000 Bel Aire Plz,,Napa,California,CA,94558,Napa County,United States,US,(707) 225-3016,(707) 501-5237,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",,,,,,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/6/2004,10/10/2004,38.32249122106428,-122.30813747271898,AGGDATA_VERIFIED: ROOFTOP
Target,828,Store,General Merch,Livermore,4300 Las Positas Rd,,Livermore,California,CA,94551,Alameda County,United States,US,(925) 606-1445,(925) 273-3606,"Wednesday:08:00:00-23:00:00,thursday:08:00:00-23:00:00,friday:08:00:00-23:00:00,saturday:08:00:00-23:00:00,sunday:08:00:00-23:00:00,monday:08:00:00-23:00:00,tuesday:08:00:00-23:00:00,",CVS pharmacy,(925) 245-1406,(925) 273-3607,"Wednesday:10:00:00-13:30:00,Thursday:10:00:00-13:30:00,Friday:10:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:10:00:00-13:30:00,Tuesday:10:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,7/21/1993,7/25/1993,37.701324217864375,-121.74684232100847,AGGDATA_VERIFIED: ROOFTOP
Target,1472,Store,General Merch,Hayward,2499 Whipple Rd,,Hayward,California,CA,94544,Alameda County,United States,US,(510) 471-9166,(510) 404-1380,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(510) 471-9266,(510) 404-1392,"Wednesday:10:00:00-13:30:00,Thursday:10:00:00-13:30:00,Friday:10:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:10:00:00-13:30:00,Tuesday:10:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,10/9/2002,10/13/2002,37.607436,-122.06206,AGGDATA_VERIFIED: ROOFTOP
Target,2185,Store,General Merch,Hayward North,19661 Hesperian Blvd,,Hayward,California,CA,94541,Alameda County,United States,US,(510) 731-0001,(510) 731-1421,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(510) 731-0002,(510) 731-1422,"Wednesday:10:00:00-13:30:00,Thursday:10:00:00-13:30:00,Friday:10:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:10:00:00-13:30:00,Tuesday:10:00:00-13:30:00,",(510) 731-1431,"Wednesday:09:00:00-19:00:00,Thursday:09:00:00-19:00:00,Friday:09:00:00-19:00:00,Saturday:09:00:00-18:00:00,Sunday:12:00:00-16:00:00,Monday:09:00:00-19:00:00,Tuesday:09:00:00-19:00:00,",,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,10/4/2006,10/8/2006,37.66639033120785,-122.12085206061603,AGGDATA_VERIFIED: ROOFTOP
Target,2615,Store,General Merch,Fremont South,43950 Pacific Commons Blvd,,Fremont,California,CA,94538,Alameda County,United States,US,(510) 771-1616,(510) 771-1626,"Wednesday:08:00:00-23:00:00,thursday:08:00:00-23:00:00,friday:08:00:00-23:00:00,saturday:08:00:00-23:00:00,sunday:08:00:00-23:00:00,monday:08:00:00-23:00:00,tuesday:08:00:00-23:00:00,",CVS pharmacy,(510) 771-1617,(510) 771-1627,"Wednesday:10:00:00-13:30:00,Thursday:10:00:00-13:30:00,Friday:10:00:00-13:30:00,Saturday:11:00:00-13:30:00,Sunday:12:00:00-13:30:00,Monday:10:00:00-13:30:00,Tuesday:10:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,3/7/2012,3/11/2012,37.50171729147822,-121.96802448481323,AGGDATA_VERIFIED: ROOFTOP
Target,1422,Store,General Merch,Fremont Hub,39201 Fremont Blvd,,Fremont,California,CA,94538,Alameda County,United States,US,(510) 795-6305,(510) 789-0912,"Wednesday:07:00:00-23:00:00,thursday:07:00:00-23:00:00,friday:07:00:00-23:00:00,saturday:07:00:00-23:00:00,sunday:07:00:00-23:00:00,monday:07:00:00-23:00:00,tuesday:07:00:00-23:00:00,",,,,,(510) 789-0914,"Wednesday:09:00:00-19:00:00,Thursday:09:00:00-19:00:00,Friday:09:00:00-19:00:00,Saturday:09:00:00-18:00:00,Sunday:12:00:00-16:00:00,Monday:09:00:00-19:00:00,Tuesday:09:00:00-19:00:00,",,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/9/2002,10/13/2002,37.54504319271077,-121.98514150455594,AGGDATA_VERIFIED: ROOFTOP
Target,675,Store,General Merch,Fairfield,2059 Cadenasso Dr,,Fairfield,California,CA,94533,Solano County,United States,US,(707) 426-1105,(707) 430-0585,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(707) 759-0005,(707) 430-0592,"Wednesday:10:00:00-13:30:00,Thursday:10:00:00-13:30:00,Friday:10:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:10:00:00-13:30:00,Tuesday:10:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/9/1991,10/13/1991,38.24655756240154,-122.06883195787671,AGGDATA_VERIFIED: ROOFTOP
Target,1819,Store,General Merch,Antioch Slatten Ranch,5769 Lone Tree Way,,Antioch,California,CA,94531,Contra Costa County,United States,US,(925) 752-0002,(925) 418-3497,"Wednesday:07:00:00-22:00:00,thursday:07:00:00-22:00:00,friday:07:00:00-22:00:00,saturday:07:00:00-22:00:00,sunday:07:00:00-22:00:00,monday:07:00:00-22:00:00,tuesday:07:00:00-22:00:00,",CVS pharmacy,(925) 752-0003,(925) 418-3498,"Wednesday:10:00:00-13:30:00,Thursday:10:00:00-13:30:00,Friday:10:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:10:00:00-13:30:00,Tuesday:10:00:00-13:30:00,",,,,,,,"Thursday:10:00:00-18:00:00,Friday:10:00:00-18:00:00,Saturday:10:00:00-18:00:00,Sunday:10:00:00-18:00:00,Monday:10:00:00-18:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/8/2003,10/12/2003,37.96452995848763,-121.73791861161591,AGGDATA_VERIFIED: ROOFTOP
Target,330,Store,General Merch,Pleasant Hill,560 Contra Costa Blvd,,Pleasant Hill,California,CA,94523,Contra Costa County,United States,US,(925) 685-6069,(925) 826-0118,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(925) 685-5244,(925) 826-0110,"Wednesday:10:00:00-13:30:00,Thursday:10:00:00-13:30:00,Friday:10:00:00-13:30:00,Saturday:11:00:00-13:30:00,Sunday:12:00:00-13:30:00,Monday:10:00:00-13:30:00,Tuesday:10:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/28/1987,11/1/1987,37.976875618968755,-122.06694552674892,AGGDATA_VERIFIED: ROOFTOP
Target,2829,Store,General Merch,Alameda,2700 Fifth Street,,Alameda,California,CA,94501,Alameda County,United States,US,(510) 214-0931,(510) 214-0941,"Wednesday:07:00:00-22:00:00,thursday:07:00:00-22:00:00,friday:07:00:00-22:00:00,saturday:07:00:00-22:00:00,sunday:07:00:00-22:00:00,monday:07:00:00-22:00:00,tuesday:07:00:00-22:00:00,",CVS pharmacy,(510) 214-0932,(510) 214-0942,"Wednesday:10:00:00-13:30:00,Thursday:10:00:00-13:30:00,Friday:10:00:00-13:30:00,Saturday:11:00:00-13:30:00,Monday:10:00:00-13:30:00,Tuesday:10:00:00-13:30:00,",(510) 214-0015,"Wednesday:09:00:00-19:00:00,Thursday:09:00:00-19:00:00,Friday:09:00:00-19:00:00,Saturday:09:00:00-18:00:00,Monday:09:00:00-19:00:00,Tuesday:09:00:00-19:00:00,",,,,,"Thursday:10:00:00-18:00:00,Friday:10:00:00-18:00:00,Saturday:10:00:00-18:00:00,Sunday:10:00:00-18:00:00,Monday:10:00:00-18:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/9/2013,10/13/2013,37.7887484250921,-122.27943448349836,AGGDATA_VERIFIED: ROOFTOP
Target,1122,Store,General Merch,San Mateo Fashion Island,2220 Bridgepointe Pkwy,,San Mateo,California,CA,94404,San Mateo County,United States,US,(650) 341-0734,(650) 425-6659,"Wednesday:07:00:00-23:00:00,thursday:07:00:00-23:00:00,friday:07:00:00-23:00:00,saturday:07:00:00-23:00:00,sunday:07:00:00-23:00:00,monday:07:00:00-23:00:00,tuesday:07:00:00-23:00:00,",CVS pharmacy,(650) 393-2126,(650) 235-1022,"Wednesday:10:00:00-13:30:00,Thursday:10:00:00-13:30:00,Friday:10:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:10:00:00-13:30:00,Tuesday:10:00:00-13:30:00,",(650) 212-0941,"Wednesday:09:00:00-19:00:00,Thursday:09:00:00-19:00:00,Friday:09:00:00-19:00:00,Saturday:09:00:00-18:00:00,Sunday:12:00:00-16:00:00,Monday:09:00:00-19:00:00,Tuesday:09:00:00-19:00:00,",,,,,,Fresh Grocery,Starbucks,,Drive Up,Store Pickup,3/4/1998,3/8/1998,37.5585933267429,-122.28332127257774,AGGDATA_VERIFIED: ROOFTOP
Target,3264,Store,Small Format,San Francisco Stonestown,285 Winston Dr,,San Francisco,California,CA,94132,San Francisco County,United States,US,(415) 680-2914,(415) 680-2924,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(415) 664-1436,(415) 870-2048,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:09:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,,Fresh Grocery,Starbucks,,Drive Up,Store Pickup,7/19/2017,7/23/2017,37.726626868707484,-122.47663736343385,AGGDATA_VERIFIED: ROOFTOP
Target,2768,Store,General Merch,San Francisco West,2675 Geary Blvd,,San Francisco,California,CA,94118,San Francisco County,United States,US,(415) 796-5280,(415) 796-5290,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(415) 796-5281,(415) 796-5291,"Wednesday:10:00:00-13:30:00,Thursday:10:00:00-13:30:00,Friday:10:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:09:00:00-13:30:00,Monday:10:00:00-13:30:00,Tuesday:10:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/9/2013,10/13/2013,37.782044736367595,-122.4471193511692,AGGDATA_VERIFIED: ROOFTOP
Target,2766,Store,General Merch,San Francisco Central,789 Mission St,,San Francisco,California,CA,94103,San Francisco County,United States,US,(415) 343-6272,(415) 343-6282,"Wednesday:08:00:00-20:00:00,thursday:08:00:00-20:00:00,friday:08:00:00-20:00:00,saturday:08:00:00-20:00:00,sunday:08:00:00-20:00:00,monday:08:00:00-20:00:00,tuesday:08:00:00-20:00:00,",CVS pharmacy,(415) 343-6273,(415) 343-6283,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:09:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:10:00:00-18:00:00,Friday:10:00:00-18:00:00,Saturday:10:00:00-18:00:00,Sunday:10:00:00-18:00:00,Monday:10:00:00-18:00:00,",Fresh Grocery,Starbucks,,,Store Pickup,10/10/2012,10/14/2012,37.78455662604022,-122.40375675581969,AGGDATA_VERIFIED: ROOFTOP
Target,2584,Store,General Merch,Sunnyvale,298 W Mckinley Ave,,Sunnyvale,California,CA,94086,Santa Clara County,United States,US,(408) 702-1012,(408) 702-1022,"Wednesday:07:00:00-23:00:00,thursday:07:00:00-23:00:00,friday:07:00:00-23:00:00,saturday:07:00:00-23:00:00,sunday:07:00:00-23:00:00,monday:07:00:00-23:00:00,tuesday:07:00:00-23:00:00,",CVS pharmacy,(408) 702-1013,(408) 702-1021,"Wednesday:10:00:00-13:30:00,Thursday:10:00:00-13:30:00,Friday:10:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:10:00:00-13:30:00,Tuesday:10:00:00-13:30:00,",(408) 702-1029,"Wednesday:09:00:00-19:00:00,Thursday:09:00:00-19:00:00,Friday:09:00:00-19:00:00,Saturday:10:00:00-20:00:00,Monday:09:00:00-19:00:00,Tuesday:09:00:00-19:00:00,",,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,11/11/2009,11/15/2009,37.37377567923418,-122.03234553337099,AGGDATA_VERIFIED: ROOFTOP
Target,1054,Store,General Merch,Tanforan,1150 El Camino Real,,San Bruno,California,CA,94066,San Mateo County,United States,US,(650) 827-0171,(650) 238-5862,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(650) 825-2115,(650) 238-5872,"Wednesday:10:00:00-13:30:00,Thursday:10:00:00-13:30:00,Friday:10:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:10:00:00-13:30:00,Tuesday:10:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,3/5/1997,3/9/1997,37.63667168236469,-122.41686260045547,AGGDATA_VERIFIED: ROOFTOP
Target,321,Store,General Merch,Redwood City,2485 El Camino Real,,Redwood City,California,CA,94063,San Mateo County,United States,US,(650) 363-8940,(650) 480-5818,"Wednesday:07:00:00-22:00:00,thursday:07:00:00-22:00:00,friday:07:00:00-22:00:00,saturday:07:00:00-22:00:00,sunday:07:00:00-22:00:00,monday:07:00:00-22:00:00,tuesday:07:00:00-22:00:00,",CVS pharmacy,(650) 549-0000,(650) 480-5816,"Wednesday:10:00:00-13:30:00,Thursday:10:00:00-13:30:00,Friday:10:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:10:00:00-13:30:00,Tuesday:10:00:00-13:30:00,",,,,,,,"Thursday:10:00:00-18:00:00,Friday:10:00:00-18:00:00,Saturday:10:00:00-18:00:00,Sunday:10:00:00-18:00:00,Monday:10:00:00-18:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/28/1987,11/1/1987,37.47559161615019,-122.2170924022794,AGGDATA_VERIFIED: ROOFTOP
Target,322,Store,General Merch,Mountain View,555 Showers Dr,,Mountain View,California,CA,94040,Santa Clara County,United States,US,(650) 965-7764,(650) 316-6734,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(650) 965-0129,(650) 316-6735,"Wednesday:10:00:00-13:30:00,Thursday:10:00:00-13:30:00,Friday:10:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:10:00:00-13:30:00,Tuesday:10:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",,,,Drive Up,Store Pickup,11/11/1987,11/15/1987,37.400790371940204,-122.10608247667554,AGGDATA_VERIFIED: ROOFTOP
